scan ID,QC inclusion?,Component variance,Component variance - outlier?,Dice overlap,Dice overlap - outlier?,DR confound corr.,DR confound corr. - outlier?,$CR_{SD}$,$CR_{SD}$ - outlier?,mean FD,mean FD - outlier?,tDOF,tDOF - outlier?
sub-10_ses-1_bold,True,9.465596878641254,False,0.23340627279358134,False,0.1411349798861337,False,0.3980304732192142,False,0.006092170053216905,False,419,False
sub-1_ses-1_bold,True,10.076222875761191,False,0.24963924963924963,False,0.14055706723755662,False,0.45773817521278964,False,0.004685798909880187,False,415,False
sub-2_ses-1_bold,True,8.821398668612868,False,0.24550035997120231,False,0.17439500204512337,False,0.3545562078949261,False,0.006062922243232418,False,388,False
sub-3_ses-1_bold,True,12.651201025336594,False,0.33371958285052145,True,0.16658610966186665,False,0.6047417570848572,False,0.005504133596831074,False,416,False
sub-4_ses-1_bold,True,13.419281172713365,False,0.2414814814814815,False,0.1707196097880997,False,0.74320322236722,False,0.006168168427418189,False,417,False
sub-5_ses-1_bold,True,17.723505110144647,False,0.2288454950325454,False,0.17118909348360636,False,0.5573279491742693,False,0.0063429650141632295,False,399,False
sub-6_ses-1_bold,True,24.312283222759067,True,0.39815526518063027,True,0.22159371977591363,False,0.7024995295432989,False,0.004926527854723586,False,408,False
sub-7_ses-1_bold,True,10.07188038152006,False,0.20900774102744546,False,0.1389447650994477,False,0.42692928688456383,False,0.004844566872620391,False,404,False
sub-9_ses-1_bold,True,10.408949438929023,False,0.3462551750094091,True,0.13151655954425823,False,0.4579103384600154,False,0.005194643049834482,False,409,False
